metric,value
Price=[100 - 150]; Genre=EDUCATION; Installs=[5],2
Price=[0 - 50]; Genre=FOOD_AND_DRINK; Installs=[1],7397
Price=[0 - 50]; Genre=LIFESTYLE; Installs=[500],12573
Price=[0 - 50]; Genre=SHOPPING; Installs=[100],34958
Price=[0 - 50]; Genre=COMICS; Installs=[50000],192
Price=[0 - 50]; Genre=ENTERTAINMENT; Installs=[10000],23894
Price=[0 - 50]; Genre=GAME_SIMULATION; Installs=[5000000],446
Price=[0 - 50]; Genre=COMMUNICATION; Installs=[1000000],743
Price=[0 - 50]; Genre=GAME_PUZZLE; Installs=[50000],2154
Price=[0 - 50]; Genre=GAME_RACING; Installs=[5000],744
Price=[0 - 50]; Genre=HEALTH_AND_FITNESS; Installs=[10000000],39
Price=[0 - 50]; Genre=LIBRARIES_AND_DEMO; Installs=[10],1194
Price=[0 - 50]; Genre=LIFESTYLE; Installs=[1],6237
Price=[0 - 50]; Genre=GAME_WORD; Installs=[500000],213
Price=[0 - 50]; Genre=ART_AND_DESIGN; Installs=[5],1383
Price=[50 - 100]; Genre=ENTERTAINMENT; Installs=[10],5
Price=[0 - 50]; Genre=BEAUTY; Installs=[1],1373
Price=[0 - 50]; Genre=MUSIC_AND_AUDIO; Installs=[100],49157
Price=[0 - 50]; Genre=EDUCATION; Installs=[5],15922
Price=[0 - 50]; Genre=MUSIC_AND_AUDIO; Installs=[1],6234
Price=[0 - 50]; Genre=GAME_MUSIC; Installs=[50000000],8
Price=[300 - 350]; Genre=GAME_PUZZLE; Installs=[1],1
Price=[0 - 50]; Genre=BOOKS_AND_REFERENCE; Installs=[100000],4990
Price=[0 - 50]; Genre=FOOD_AND_DRINK; Installs=[5],7228
Price=[0 - 50]; Genre=PRODUCTIVITY; Installs=[500],11913
Price=[0 - 50]; Genre=NEWS_AND_MAGAZINES; Installs=[100],10782
Price=[0 - 50]; Genre=GAME_ACTION; Installs=[100000000],63
Price=[0 - 50]; Genre=GAME_ACTION; Installs=[1000],5157
Price=[0 - 50]; Genre=GAME_ROLE_PLAYING; Installs=[5],303
Price=[0 - 50]; Genre=GAME_TRIVIA; Installs=[10000000],36
Price=[0 - 50]; Genre=GAME_CARD; Installs=[10],970
Price=[0 - 50]; Genre=GAME_CASINO; Installs=[100000],870
Price=[0 - 50]; Genre=GAME_MUSIC; Installs=[10000000],53
Price=[50 - 100]; Genre=EDUCATION; Installs=[1],32
Price=[0 - 50]; Genre=GAME_TRIVIA; Installs=[1000],2812
Price=[0 - 50]; Genre=GAME_CASINO; Installs=[10],486
Price=[0 - 50]; Genre=PRODUCTIVITY; Installs=[50],13978
Price=[0 - 50]; Genre=PERSONALIZATION; Installs=[1000],16207
Price=[0 - 50]; Genre=EVENTS; Installs=[0],190
Price=[0 - 50]; Genre=GAME_ARCADE; Installs=[100],16401
Price=[0 - 50]; Genre=GAME_BOARD; Installs=[100000],1067
Price=[0 - 50]; Genre=GAME_ACTION; Installs=[10000],3852
Price=[300 - 350]; Genre=ENTERTAINMENT; Installs=[0],3
Price=[0 - 50]; Genre=FINANCE; Installs=[5000],7074
Price=[0 - 50]; Genre=BUSINESS; Installs=[50000],2540
Price=[0 - 50]; Genre=SHOPPING; Installs=[500],12483
Price=[0 - 50]; Genre=GAME_RACING; Installs=[10000000],270
Price=[0 - 50]; Genre=PERSONALIZATION; Installs=[1],3572
Price=[0 - 50]; Genre=EDUCATION; Installs=[1],15996
Price=[0 - 50]; Genre=MAPS_AND_NAVIGATION; Installs=[1000],7543
Price=[0 - 50]; Genre=GAME_ADVENTURE; Installs=[100],4889
Price=[50 - 100]; Genre=GAME_SIMULATION; Installs=[1],1
Price=[0 - 50]; Genre=GAME_SPORTS; Installs=[500],634
Price=[0 - 50]; Genre=FOOD_AND_DRINK; Installs=[50000],1036
Price=[100 - 150]; Genre=FOOD_AND_DRINK; Installs=[5],2
Price=[0 - 50]; Genre=GAME_TRIVIA; Installs=[100000],812
Price=[0 - 50]; Genre=GAME_ARCADE; Installs=[0],510
Price=[0 - 50]; Genre=GAME_SPORTS; Installs=[10000000],180
Price=[0 - 50]; Genre=GAME_CASUAL; Installs=[1],4205
Price=[0 - 50]; Genre=BOOKS_AND_REFERENCE; Installs=[500],12238
Price=[0 - 50]; Genre=GAME_ACTION; Installs=[500000],875
Price=[0 - 50]; Genre=GAME_ROLE_PLAYING; Installs=[50000],1158
Price=[0 - 50]; Genre=BOOKS_AND_REFERENCE; Installs=[100],25636
Price=[0 - 50]; Genre=GAME_WORD; Installs=[10],2232
Price=[0 - 50]; Genre=HEALTH_AND_FITNESS; Installs=[1000],3877
Price=[0 - 50]; Genre=DATING; Installs=[0],28
Price=[0 - 50]; Genre=GAME_SIMULATION; Installs=[1000000],2351
Price=[0 - 50]; Genre=GAME_RACING; Installs=[50000000],50
Price=[0 - 50]; Genre=GAME_WORD; Installs=[50000],485
Price=[250 - 300]; Genre=EDUCATION; Installs=[1],2
Price=[0 - 50]; Genre=GAME_BOARD; Installs=[50],937
Price=[0 - 50]; Genre=GAME_EDUCATIONAL; Installs=[5000000],186
Price=[0 - 50]; Genre=EDUCATION; Installs=[100000],9707
Price=[0 - 50]; Genre=GAME_SIMULATION; Installs=[100],4165
Price=[0 - 50]; Genre=GAME_CASINO; Installs=[100],909
Price=[0 - 50]; Genre=GAME_EDUCATIONAL; Installs=[10000000],248
Price=[350 - 400]; Genre=GAME_EDUCATIONAL; Installs=[0],1
Price=[0 - 50]; Genre=SPORTS; Installs=[1000],10336
Price=[0 - 50]; Genre=VIDEO_PLAYERS; Installs=[50],832
Price=[0 - 50]; Genre=EDUCATION; Installs=[1000000],1489
Price=[0 - 50]; Genre=GAME_ACTION; Installs=[100],7340
Price=[0 - 50]; Genre=GAME_MUSIC; Installs=[10],819
Price=[0 - 50]; Genre=GAME_RACING; Installs=[0],50
Price=[0 - 50]; Genre=VIDEO_PLAYERS; Installs=[10],1301
Price=[0 - 50]; Genre=GAME_MUSIC; Installs=[100000],592
Price=[0 - 50]; Genre=AUTO_AND_VEHICLES; Installs=[1000],6262
Price=[0 - 50]; Genre=BUSINESS; Installs=[10],54408
Price=[0 - 50]; Genre=NEWS_AND_MAGAZINES; Installs=[5000],3375
Price=[0 - 50]; Genre=GAME_SIMULATION; Installs=[10000],5143
Price=[0 - 50]; Genre=GAME_CARD; Installs=[5000000],94
Price=[0 - 50]; Genre=GAME_WORD; Installs=[0],63
Price=[0 - 50]; Genre=LIFESTYLE; Installs=[1000],24582
Price=[0 - 50]; Genre=DATING; Installs=[5000],783
Price=[0 - 50]; Genre=PRODUCTIVITY; Installs=[10000],9512
Price=[0 - 50]; Genre=FINANCE; Installs=[50000],3849
Price=[0 - 50]; Genre=GAME_BOARD; Installs=[1000],2186
Price=[0 - 50]; Genre=GAME_CARD; Installs=[1],197
Price=[300 - 350]; Genre=GAME_PUZZLE; Installs=[0],3
Price=[0 - 50]; Genre=ART_AND_DESIGN; Installs=[5000],1412
Price=[0 - 50]; Genre=COMICS; Installs=[10000],434
Price=[0 - 50]; Genre=AUTO_AND_VEHICLES; Installs=[1],1245
Price=[0 - 50]; Genre=FINANCE; Installs=[10000],12801
Price=[0 - 50]; Genre=COMICS; Installs=[1000],517
Price=[100 - 150]; Genre=FOOD_AND_DRINK; Installs=[10],6
Price=[0 - 50]; Genre=GAME_ARCADE; Installs=[500000],635
Price=[0 - 50]; Genre=PHOTOGRAPHY; Installs=[1000],7025
Price=[0 - 50]; Genre=MUSIC_AND_AUDIO; Installs=[500],19645
Price=[0 - 50]; Genre=GAME_ACTION; Installs=[50],3308
Price=[0 - 50]; Genre=COMMUNICATION; Installs=[10000000],165
Price=[0 - 50]; Genre=GAME_BOARD; Installs=[5000],892
Price=[0 - 50]; Genre=SHOPPING; Installs=[500000],700
Price=[0 - 50]; Genre=EDUCATION; Installs=[50],32526
Price=[350 - 400]; Genre=ENTERTAINMENT; Installs=[10],2
Price=[0 - 50]; Genre=GAME_CASUAL; Installs=[100],16303
Price=[0 - 50]; Genre=COMICS; Installs=[1000000],98
Price=[0 - 50]; Genre=GAME_BOARD; Installs=[1000000],426
Price=[0 - 50]; Genre=BOOKS_AND_REFERENCE; Installs=[1],7111
Price=[0 - 50]; Genre=TOOLS; Installs=[50],18174
Price=[0 - 50]; Genre=GAME_CASINO; Installs=[0],31
Price=[0 - 50]; Genre=GAME_ARCADE; Installs=[5],4487
Price=[0 - 50]; Genre=GAME_CASINO; Installs=[10000],1687
Price=[0 - 50]; Genre=WEATHER; Installs=[500000],316
Price=[0 - 50]; Genre=TOOLS; Installs=[500],17938
Price=[0 - 50]; Genre=GAME_MUSIC; Installs=[1000],1210
Price=[0 - 50]; Genre=HEALTH_AND_FITNESS; Installs=[500],2052
Price=[250 - 300]; Genre=BUSINESS; Installs=[0],1
Price=[0 - 50]; Genre=EDUCATION; Installs=[10000000],130
Price=[0 - 50]; Genre=FINANCE; Installs=[50000000],18
Price=[0 - 50]; Genre=HEALTH_AND_FITNESS; Installs=[100000],874
Price=[0 - 50]; Genre=GAME_CARD; Installs=[500000],361
Price=[0 - 50]; Genre=GAME_MUSIC; Installs=[50000],373
Price=[0 - 50]; Genre=GAME_ADVENTURE; Installs=[10],5284
Price=[0 - 50]; Genre=GAME_BOARD; Installs=[500],953
Price=[0 - 50]; Genre=EDUCATION; Installs=[5000],20149
Price=[0 - 50]; Genre=GAME_CASUAL; Installs=[500],5610
Price=[0 - 50]; Genre=GAME_CASUAL; Installs=[5000],3550
Price=[0 - 50]; Genre=LIFESTYLE; Installs=[10],27663
Price=[0 - 50]; Genre=SHOPPING; Installs=[5],9348
Price=[0 - 50]; Genre=BEAUTY; Installs=[5],1404
Price=[0 - 50]; Genre=GAME_CASINO; Installs=[50000000],3
Price=[0 - 50]; Genre=GAME_MUSIC; Installs=[1000000],183
Price=[0 - 50]; Genre=GAME_ROLE_PLAYING; Installs=[5000],1132
Price=[0 - 50]; Genre=GAME_SIMULATION; Installs=[50],1339
Price=[0 - 50]; Genre=GAME_MUSIC; Installs=[500000],179
Price=[150 - 200]; Genre=EDUCATION; Installs=[500],1
Price=[0 - 50]; Genre=GAME_ADVENTURE; Installs=[10000000],187
Price=[0 - 50]; Genre=GAME_CASUAL; Installs=[5],4770
Price=[0 - 50]; Genre=AUTO_AND_VEHICLES; Installs=[50],3232
Price=[0 - 50]; Genre=BOOKS_AND_REFERENCE; Installs=[50000],4418
Price=[0 - 50]; Genre=BOOKS_AND_REFERENCE; Installs=[1000000],691
Price=[0 - 50]; Genre=BUSINESS; Installs=[1000000],541
Price=[250 - 300]; Genre=BUSINESS; Installs=[5],2
Price=[0 - 50]; Genre=MAPS_AND_NAVIGATION; Installs=[10000],4113
Price=[0 - 50]; Genre=GAME_WORD; Installs=[5000],808
Price=[0 - 50]; Genre=ART_AND_DESIGN; Installs=[50000],733
Price=[0 - 50]; Genre=TOOLS; Installs=[10],36283
Price=[0 - 50]; Genre=BUSINESS; Installs=[10000],11901
Price=[0 - 50]; Genre=GAME_STRATEGY; Installs=[1000000],817
Price=[300 - 350]; Genre=GAME_ADVENTURE; Installs=[5],1
Price=[0 - 50]; Genre=COMMUNICATION; Installs=[1000],11577
Price=[0 - 50]; Genre=MEDICAL; Installs=[500],4449
Price=[50 - 100]; Genre=BUSINESS; Installs=[0],16
Price=[0 - 50]; Genre=PRODUCTIVITY; Installs=[100],31850
Price=[0 - 50]; Genre=BUSINESS; Installs=[500],20048
Price=[0 - 50]; Genre=COMICS; Installs=[100000],295
Price=[0 - 50]; Genre=FOOD_AND_DRINK; Installs=[50000000],5
Price=[0 - 50]; Genre=GAME_CASINO; Installs=[1],124
Price=[0 - 50]; Genre=GAME_EDUCATIONAL; Installs=[10],5689
Price=[0 - 50]; Genre=GAME_BOARD; Installs=[10],2118
Price=[0 - 50]; Genre=BEAUTY; Installs=[500],1773
Price=[0 - 50]; Genre=EVENTS; Installs=[500],1917
Price=[0 - 50]; Genre=GAME_ADVENTURE; Installs=[1],1139
Price=[0 - 50]; Genre=GAME_SIMULATION; Installs=[1],474
Price=[0 - 50]; Genre=AUTO_AND_VEHICLES; Installs=[0],174
Price=[0 - 50]; Genre=BEAUTY; Installs=[10],4910
Price=[0 - 50]; Genre=ENTERTAINMENT; Installs=[1000000],2580
Price=[0 - 50]; Genre=GAME_ACTION; Installs=[50000000],78
Price=[0 - 50]; Genre=GAME_ARCADE; Installs=[1],3717
Price=[0 - 50]; Genre=GAME_PUZZLE; Installs=[0],445
Price=[0 - 50]; Genre=HEALTH_AND_FITNESS; Installs=[10000],2172
Price=[0 - 50]; Genre=VIDEO_PLAYERS; Installs=[1000],2938
Price=[0 - 50]; Genre=GAME_SIMULATION; Installs=[100000],4591
Price=[0 - 50]; Genre=EDUCATION; Installs=[5000000],162
Price=[0 - 50]; Genre=GAME_RACING; Installs=[1000000],770
Price=[0 - 50]; Genre=PHOTOGRAPHY; Installs=[10000],5397
Price=[0 - 50]; Genre=GAME_ROLE_PLAYING; Installs=[500],790
Price=[0 - 50]; Genre=GAME_ROLE_PLAYING; Installs=[1000000],1009
Price=[0 - 50]; Genre=GAME_TRIVIA; Installs=[50000000],5
Price=[0 - 50]; Genre=AUTO_AND_VEHICLES; Installs=[100000],980
Price=[0 - 50]; Genre=AUTO_AND_VEHICLES; Installs=[500],3236
Price=[0 - 50]; Genre=BUSINESS; Installs=[10000000],94
Price=[0 - 50]; Genre=FOOD_AND_DRINK; Installs=[100],30021
Price=[0 - 50]; Genre=GAME_BOARD; Installs=[10000000],82
Price=[0 - 50]; Genre=BUSINESS; Installs=[1000],33601
Price=[0 - 50]; Genre=COMMUNICATION; Installs=[1],3115
Price=[0 - 50]; Genre=ENTERTAINMENT; Installs=[10000000],362
Price=[0 - 50]; Genre=VIDEO_PLAYERS; Installs=[10000],2623
Price=[0 - 50]; Genre=GAME_MUSIC; Installs=[1],153
Price=[0 - 50]; Genre=GAME_RACING; Installs=[100000],1344
Price=[0 - 50]; Genre=HEALTH_AND_FITNESS; Installs=[50000],607
Price=[0 - 50]; Genre=GAME_ARCADE; Installs=[10000],4663
Price=[0 - 50]; Genre=GAME_CARD; Installs=[1000],1836
Price=[0 - 50]; Genre=HOUSE_AND_HOME; Installs=[10000],401
Price=[0 - 50]; Genre=DATING; Installs=[1000],1905
Price=[0 - 50]; Genre=GAME_TRIVIA; Installs=[50000],493
Price=[0 - 50]; Genre=TOOLS; Installs=[0],1882
Price=[0 - 50]; Genre=GAME_WORD; Installs=[5000000],64
Price=[0 - 50]; Genre=PERSONALIZATION; Installs=[10000],11676
Price=[0 - 50]; Genre=AUTO_AND_VEHICLES; Installs=[100],8014
Price=[350 - 400]; Genre=GAME_ADVENTURE; Installs=[0],2
Price=[0 - 50]; Genre=GAME_WORD; Installs=[10000],1476
Price=[0 - 50]; Genre=EVENTS; Installs=[100],6005
Price=[0 - 50]; Genre=EVENTS; Installs=[5000],583
Price=[0 - 50]; Genre=GAME_SPORTS; Installs=[50000000],28
Price=[0 - 50]; Genre=COMICS; Installs=[0],51
Price=[0 - 50]; Genre=GAME_BOARD; Installs=[1],470
Price=[0 - 50]; Genre=SOCIAL; Installs=[5000],3409
Price=[0 - 50]; Genre=GAME_ROLE_PLAYING; Installs=[1000],2297
Price=[0 - 50]; Genre=GAME_CASUAL; Installs=[0],596
Price=[0 - 50]; Genre=WEATHER; Installs=[1000],1451
Price=[0 - 50]; Genre=SOCIAL; Installs=[100000],2272
Price=[0 - 50]; Genre=GAME_PUZZLE; Installs=[50000000],59
Price=[0 - 50]; Genre=GAME_WORD; Installs=[5],653
Price=[0 - 50]; Genre=COMMUNICATION; Installs=[500],6757
Price=[0 - 50]; Genre=GAME_WORD; Installs=[1000000],364
Price=[0 - 50]; Genre=GAME_WORD; Installs=[1],495
Price=[0 - 50]; Genre=SPORTS; Installs=[100],13897
Price=[0 - 50]; Genre=GAME_SPORTS; Installs=[1000000],533
Price=[50 - 100]; Genre=EDUCATION; Installs=[10],25
Price=[0 - 50]; Genre=EVENTS; Installs=[50000],133
Price=[0 - 50]; Genre=BEAUTY; Installs=[100],5831
Price=[0 - 50]; Genre=GAME_ARCADE; Installs=[5000],2806
Price=[0 - 50]; Genre=GAME_ADVENTURE; Installs=[1000000],889
Price=[0 - 50]; Genre=TOOLS; Installs=[10000],23362
Price=[50 - 100]; Genre=ART_AND_DESIGN; Installs=[0],1
Price=[150 - 200]; Genre=ENTERTAINMENT; Installs=[0],7
Price=[0 - 50]; Genre=GAME_CASINO; Installs=[50000],575
Price=[0 - 50]; Genre=GAME_CASUAL; Installs=[1000000],2064
Price=[0 - 50]; Genre=GAME_MUSIC; Installs=[100],1115
Price=[0 - 50]; Genre=GAME_MUSIC; Installs=[500],460
Price=[0 - 50]; Genre=ART_AND_DESIGN; Installs=[100000],929
Price=[0 - 50]; Genre=FOOD_AND_DRINK; Installs=[50],13572
Price=[0 - 50]; Genre=GAME_EDUCATIONAL; Installs=[100],5470
Price=[0 - 50]; Genre=GAME_CASINO; Installs=[5000],734
Price=[0 - 50]; Genre=GAME_CASINO; Installs=[5],109
Price=[0 - 50]; Genre=GAME_PUZZLE; Installs=[5000000],361
Price=[0 - 50]; Genre=GAME_TRIVIA; Installs=[1000000],244
Price=[0 - 50]; Genre=TOOLS; Installs=[1000000],3284
Price=[0 - 50]; Genre=FINANCE; Installs=[10000000],239
Price=[0 - 50]; Genre=GAME_PUZZLE; Installs=[10000],6870
Price=[0 - 50]; Genre=GAME_CASUAL; Installs=[10],16529
Price=[0 - 50]; Genre=GAME_EDUCATIONAL; Installs=[50],2601
Price=[0 - 50]; Genre=BOOKS_AND_REFERENCE; Installs=[10000],17222
Price=[0 - 50]; Genre=EVENTS; Installs=[100000],155
Price=[300 - 350]; Genre=GAME_CASUAL; Installs=[0],5
Price=[0 - 50]; Genre=GAME_STRATEGY; Installs=[1],449
Price=[0 - 50]; Genre=HEALTH_AND_FITNESS; Installs=[1],3859
Price=[0 - 50]; Genre=GAME_WORD; Installs=[50],1056
Price=[0 - 50]; Genre=FOOD_AND_DRINK; Installs=[5000],3922
Price=[0 - 50]; Genre=GAME_TRIVIA; Installs=[10],2888
Price=[0 - 50]; Genre=GAME_EDUCATIONAL; Installs=[10000],2930
Price=[0 - 50]; Genre=FINANCE; Installs=[0],319
Price=[0 - 50]; Genre=SHOPPING; Installs=[50],16113
Price=[0 - 50]; Genre=GAME_BOARD; Installs=[100000000],9
Price=[0 - 50]; Genre=EDUCATION; Installs=[10000],33061
Price=[0 - 50]; Genre=HEALTH_AND_FITNESS; Installs=[5000],1240
Price=[0 - 50]; Genre=MUSIC_AND_AUDIO; Installs=[50],20083
Price=[0 - 50]; Genre=DATING; Installs=[1000000],158
Price=[50 - 100]; Genre=FOOD_AND_DRINK; Installs=[1],4
Price=[0 - 50]; Genre=GAME_SIMULATION; Installs=[500000],1623
Price=[0 - 50]; Genre=GAME_RACING; Installs=[1000],1867
Price=[0 - 50]; Genre=GAME_RACING; Installs=[10000],1637
Price=[0 - 50]; Genre=GAME_WORD; Installs=[10000000],71
Price=[0 - 50]; Genre=AUTO_AND_VEHICLES; Installs=[5000],1839
Price=[0 - 50]; Genre=ENTERTAINMENT; Installs=[50000],6956
Price=[250 - 300]; Genre=GAME_ARCADE; Installs=[1],8
Price=[0 - 50]; Genre=GAME_SPORTS; Installs=[100000],872
Price=[0 - 50]; Genre=COMICS; Installs=[100],469
Price=[0 - 50]; Genre=ART_AND_DESIGN; Installs=[0],489
Price=[0 - 50]; Genre=BUSINESS; Installs=[500000],539
Price=[0 - 50]; Genre=SOCIAL; Installs=[1000],10635
Price=[0 - 50]; Genre=GAME_PUZZLE; Installs=[100000],3532
Price=[0 - 50]; Genre=PRODUCTIVITY; Installs=[1000],21849
Price=[0 - 50]; Genre=EDUCATION; Installs=[50000],8237
Price=[0 - 50]; Genre=HEALTH_AND_FITNESS; Installs=[10],8607
Price=[0 - 50]; Genre=BEAUTY; Installs=[0],267
Price=[0 - 50]; Genre=TRAVEL_AND_LOCAL; Installs=[50],7877
Price=[0 - 50]; Genre=COMMUNICATION; Installs=[50000000],25
Price=[0 - 50]; Genre=EDUCATION; Installs=[500000],1587
Price=[0 - 50]; Genre=GAME_ACTION; Installs=[1],1631
Price=[0 - 50]; Genre=HEALTH_AND_FITNESS; Installs=[500000],198
Price=[0 - 50]; Genre=BOOKS_AND_REFERENCE; Installs=[5],4561
Price=[0 - 50]; Genre=GAME_CASINO; Installs=[1000],1496
Price=[0 - 50]; Genre=FINANCE; Installs=[500],8600
Price=[0 - 50]; Genre=FINANCE; Installs=[100000],5613
Price=[0 - 50]; Genre=COMMUNICATION; Installs=[0],554
Price=[50 - 100]; Genre=FOOD_AND_DRINK; Installs=[10],13
Price=[0 - 50]; Genre=GAME_RACING; Installs=[1],363
Price=[350 - 400]; Genre=EDUCATION; Installs=[100],1
Price=[0 - 50]; Genre=AUTO_AND_VEHICLES; Installs=[1000000],211
Price=[0 - 50]; Genre=BOOKS_AND_REFERENCE; Installs=[5000],9990
Price=[0 - 50]; Genre=GAME_CARD; Installs=[100],1374
Price=[0 - 50]; Genre=GAME_ACTION; Installs=[0],291
Price=[0 - 50]; Genre=ENTERTAINMENT; Installs=[100],38759
Price=[0 - 50]; Genre=GAME_ADVENTURE; Installs=[5000],1821
Price=[0 - 50]; Genre=GAME_SPORTS; Installs=[100],1508
Price=[0 - 50]; Genre=DATING; Installs=[10000000],23
Price=[0 - 50]; Genre=GAME_ACTION; Installs=[5],1925
Price=[0 - 50]; Genre=GAME_BOARD; Installs=[0],103
Price=[0 - 50]; Genre=COMMUNICATION; Installs=[50],7828
Price=[0 - 50]; Genre=MAPS_AND_NAVIGATION; Installs=[500],3596
Price=[0 - 50]; Genre=TRAVEL_AND_LOCAL; Installs=[10],14966
Price=[0 - 50]; Genre=GAME_ARCADE; Installs=[10],17054
Price=[0 - 50]; Genre=PHOTOGRAPHY; Installs=[5000],2739
Price=[0 - 50]; Genre=MUSIC_AND_AUDIO; Installs=[1000],37403
Price=[0 - 50]; Genre=GAME_BOARD; Installs=[10000],1741
Price=[0 - 50]; Genre=GAME_STRATEGY; Installs=[0],78
Price=[100 - 150]; Genre=BUSINESS; Installs=[1],11
Price=[0 - 50]; Genre=PERSONALIZATION; Installs=[5],3249
Price=[0 - 50]; Genre=GAME_SPORTS; Installs=[5],341
Price=[0 - 50]; Genre=SOCIAL; Installs=[50],6539
Price=[350 - 400]; Genre=GAME_ADVENTURE; Installs=[1],3
Price=[0 - 50]; Genre=GAME_CASUAL; Installs=[50000],2221
Price=[0 - 50]; Genre=FINANCE; Installs=[10],12669
Price=[0 - 50]; Genre=GAME_EDUCATIONAL; Installs=[50000],915
Price=[0 - 50]; Genre=GAME_CASUAL; Installs=[1000],10237
Price=[0 - 50]; Genre=GAME_STRATEGY; Installs=[5000],798
Price=[0 - 50]; Genre=GAME_TRIVIA; Installs=[500000],197
Price=[0 - 50]; Genre=BOOKS_AND_REFERENCE; Installs=[1000],27366
Price=[250 - 300]; Genre=BUSINESS; Installs=[1],2
Price=[0 - 50]; Genre=BUSINESS; Installs=[100],57358
Price=[0 - 50]; Genre=BUSINESS; Installs=[50],26786
Price=[100 - 150]; Genre=ENTERTAINMENT; Installs=[10],4
Price=[0 - 50]; Genre=GAME_SPORTS; Installs=[10000],1270
Price=[0 - 50]; Genre=GAME_STRATEGY; Installs=[10000000],167
Price=[0 - 50]; Genre=GAME_TRIVIA; Installs=[10000],1744
Price=[0 - 50]; Genre=SOCIAL; Installs=[100],14604
Price=[0 - 50]; Genre=TRAVEL_AND_LOCAL; Installs=[1000],15650
Price=[0 - 50]; Genre=GAME_ACTION; Installs=[50000],1347
Price=[0 - 50]; Genre=MAPS_AND_NAVIGATION; Installs=[10],6075
Price=[300 - 350]; Genre=GAME_TRIVIA; Installs=[1],1
Price=[0 - 50]; Genre=FOOD_AND_DRINK; Installs=[500],10343
Price=[0 - 50]; Genre=ART_AND_DESIGN; Installs=[1000],4070
Price=[0 - 50]; Genre=BUSINESS; Installs=[5],14832
Price=[0 - 50]; Genre=GAME_CASINO; Installs=[1000000],276
Price=[300 - 350]; Genre=GAME_CASUAL; Installs=[1],4
Price=[0 - 50]; Genre=BUSINESS; Installs=[5000],8906
Price=[0 - 50]; Genre=SPORTS; Installs=[100000],1690
Price=[350 - 400]; Genre=EDUCATION; Installs=[10],1
Price=[0 - 50]; Genre=PARENTING; Installs=[100],1054
Price=[0 - 50]; Genre=GAME_ADVENTURE; Installs=[10000],3528
Price=[0 - 50]; Genre=GAME_ARCADE; Installs=[1000000],1103
Price=[0 - 50]; Genre=LIFESTYLE; Installs=[100000],5421
Price=[0 - 50]; Genre=HEALTH_AND_FITNESS; Installs=[0],980
Price=[0 - 50]; Genre=BUSINESS; Installs=[100000],2788
Price=[0 - 50]; Genre=GAME_BOARD; Installs=[5000000],86
Price=[0 - 50]; Genre=GAME_PUZZLE; Installs=[500000],972
Price=[0 - 50]; Genre=TOOLS; Installs=[50000],6718
Price=[0 - 50]; Genre=DATING; Installs=[10],870
Price=[250 - 300]; Genre=GAME_ARCADE; Installs=[50],2
Price=[0 - 50]; Genre=GAME_PUZZLE; Installs=[1],2750
Price=[0 - 50]; Genre=GAME_BOARD; Installs=[5],659
Price=[0 - 50]; Genre=GAME_PUZZLE; Installs=[1000000],1429
Price=[0 - 50]; Genre=GAME_SIMULATION; Installs=[10000000],443
Price=[0 - 50]; Genre=COMICS; Installs=[10],288
Price=[0 - 50]; Genre=GAME_CASINO; Installs=[50],322
Price=[0 - 50]; Genre=GAME_ACTION; Installs=[5000000],409
Price=[0 - 50]; Genre=FOOD_AND_DRINK; Installs=[10000000],59
Price=[0 - 50]; Genre=GAME_ADVENTURE; Installs=[5000000],192
Price=[0 - 50]; Genre=GAME_ADVENTURE; Installs=[5],1344
Price=[0 - 50]; Genre=GAME_CARD; Installs=[500],640
Price=[0 - 50]; Genre=GAME_WORD; Installs=[1000],2085
Price=[0 - 50]; Genre=GAME_MUSIC; Installs=[5],173
Price=[350 - 400]; Genre=BUSINESS; Installs=[0],5
Price=[0 - 50]; Genre=DATING; Installs=[100000],538
Price=[0 - 50]; Genre=WEATHER; Installs=[1000000],481
Price=[0 - 50]; Genre=GAME_CARD; Installs=[0],39
Price=[0 - 50]; Genre=SOCIAL; Installs=[500],5478
Price=[0 - 50]; Genre=EVENTS; Installs=[1000],2716
Price=[100 - 150]; Genre=FOOD_AND_DRINK; Installs=[0],3
Price=[0 - 50]; Genre=GAME_CASUAL; Installs=[50],7546
Price=[0 - 50]; Genre=GAME_RACING; Installs=[5],433
Price=[0 - 50]; Genre=PARENTING; Installs=[500000],89
Price=[0 - 50]; Genre=MUSIC_AND_AUDIO; Installs=[0],1257
Price=[0 - 50]; Genre=WEATHER; Installs=[5000],649
Price=[300 - 350]; Genre=PRODUCTIVITY; Installs=[10],1
Price=[100 - 150]; Genre=PERSONALIZATION; Installs=[0],1
Price=[0 - 50]; Genre=PHOTOGRAPHY; Installs=[10000000],311
Price=[0 - 50]; Genre=SHOPPING; Installs=[1000000],996
Price=[0 - 50]; Genre=TRAVEL_AND_LOCAL; Installs=[50000],1722
